SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,ID
C=CC(=C)C(=O)C1=CC(NC(N)=O)=C(Br)C(N=O)=C1,12/000000125,"InChI=1S/C12H10BrN3O3/c1-3-6(2)11(17)7-4-8(15-12(14)18)10(13)9(5-7)16-19/h3-5H,1-2H2,(H3,14,15,18)",C12H10N3O3Br,324.0,1.3,4.8,3.62,3.72,-20.0,3.460994789678364,1,HIGHDIVERSITY_CONCAT,HighDiv_200
NCC1=CC=C(/C=C/[C@@H](CO)C2=CC(=O)NC2=O)C(O)=C1Cl,30/000000037,"InChI=1S/C15H15ClN2O4/c16-13-9(6-17)3-1-8(14(13)21)2-4-10(7-19)11-5-12(20)18-15(11)22/h1-5,10,19,21H,6-7,17H2,(H,18,20,22)/b4-2+/t10-/m0/s1",C15H15N2O4Cl,322.0,0.02,4.8,4.73,6.72,-150.0,3.893091043490731,1,HIGHDIVERSITY_CONCAT,HighDiv_201
C/C=C/C[C@H](S)C1=C(Br)C(CO)=CC(C(=O)N=O)=C1,12/000000026,"InChI=1S/C13H14BrNO3S/c1-2-3-4-11(19)10-6-8(13(17)15-18)5-9(7-16)12(10)14/h2-3,5-6,11,16,19H,4,7H2,1H3/b3-2+/t11-/m0/s1",C13H14NO3SBr,344.0,2.9,4.79,4.38,19.4,-170.0,4.009597263312655,1,HIGHDIVERSITY_CONCAT,HighDiv_202
COCC1=CC(C[C@H](N)C2=CC(O)=CC(Cl)=C2Cl)=CC(O)=C1,23/000000027,"InChI=1S/C16H17Cl2NO3/c1-22-8-10-2-9(3-11(20)4-10)5-15(19)13-6-12(21)7-14(17)16(13)18/h2-4,6-7,15,20-21H,5,8,19H2,1H3/p+1/t15-/m0/s1",C16H18NO3Cl2,342.0,3.26,4.79,5.55,3.84,-170.0,3.5445833511830376,1,HIGHDIVERSITY_CONCAT,HighDiv_203
NOC1=C(Br)C(C(=O)O)=CC(C(=O)O)=C1,12/000001097,"InChI=1S/C8H6BrNO5/c9-6-4(8(13)14)1-3(7(11)12)2-5(6)15-10/h1-2H,10H2,(H,11,12)(H,13,14)",C8H6NO5Br,276.0,0.59,4.79,4.63,2.22,0.0,2.614641994543563,1,HIGHDIVERSITY_CONCAT,HighDiv_204
O=NC1=CC(C(=O)CC(=O)O)=CC(CC(=O)O)=C1Br,12/000000140,"InChI=1S/C11H8BrNO6/c12-11-6(3-9(15)16)1-5(2-7(11)13-19)8(14)4-10(17)18/h1-2H,3-4H2,(H,15,16)(H,17,18)",C11H8NO6Br,330.0,0.83,4.79,2.42,3.58,-20.0,2.927768328139903,1,HIGHDIVERSITY_CONCAT,HighDiv_205
C=CC1=C(CSCCS(C)(=O)=O)C=C(N2CCNC2=O)C=C1O,28/000000408,"InChI=1S/C15H20N2O4S2/c1-3-13-11(10-22-6-7-23(2,20)21)8-12(9-14(13)18)17-5-4-16-15(17)19/h3,8-9,18H,1,4-7,10H2,2H3,(H,16,19)",C15H20N2O4S2,356.0,1.44,4.79,4.63,23.4,-140.0,3.118972740006801,1,HIGHDIVERSITY_CONCAT,HighDiv_206
NC(N)NCCCCCCC1=CC(O)=CC(N2CCNC2=O)=C1,28/000000410,"InChI=1S/C16H27N5O2/c17-15(18)19-6-4-2-1-3-5-12-9-13(11-14(22)10-12)21-8-7-20-16(21)23/h9-11,15,19,22H,1-8,17-18H2,(H,20,23)",C16H25N5O2,319.0,0.88,4.79,3.47,19.9,-120.0,2.688867583624722,1,HIGHDIVERSITY_CONCAT,HighDiv_207
O=NC(=O)C1=CC(CCC#C[C@@H]2CNC(=S)C2)=C(Br)C(O)=C1,12/000000272,"InChI=1S/C15H13BrN2O3S/c16-14-10(6-11(7-12(14)19)15(20)18-21)4-2-1-3-9-5-13(22)17-8-9/h6-7,9,19H,2,4-5,8H2,(H,17,22)/t9-/m0/s1",C15H13N2O3SBr,381.0,1.92,4.79,3.85,4.16,-150.0,4.277579517639534,1,HIGHDIVERSITY_CONCAT,HighDiv_208
NCC1=CC(=O)C=C(C2=CC=C(C=S)C(CN)=C2)C1=O,10/000000138,"InChI=1S/C15H14N2O2S/c16-6-11-3-9(1-2-10(11)8-20)14-5-13(18)4-12(7-17)15(14)19/h1-5,8H,6-7,16-17H2",C15H14N2O2S,286.0,-0.26,4.79,4.79,21.1,-160.0,3.3566422289578712,1,HIGHDIVERSITY_CONCAT,HighDiv_209
O=NC(=O)C1=CC(CONC(=O)C2=NC=NC=N2)=C(Br)C(CO)=C1,12/000000031,"InChI=1S/C13H10BrN5O5/c14-10-8(3-20)1-7(12(21)18-23)2-9(10)4-24-19-13(22)11-16-5-15-6-17-11/h1-2,5-6,20H,3-4H2,(H,19,22)",C13H10N5O5Br,396.0,-0.19,4.79,6.58,23.5,0.0,3.309892505482556,1,HIGHDIVERSITY_CONCAT,HighDiv_210
CC1=C(C#CCCCF)C=C(N2CCNC2=O)C=C1O,28/000000521,"InChI=1S/C15H17FN2O2/c1-11-12(5-3-2-4-6-16)9-13(10-14(11)19)18-8-7-17-15(18)20/h9-10,19H,2,4,6-8H2,1H3,(H,17,20)",C15H17N2O2F,276.0,2.37,4.79,2.49,19.9,-140.0,3.1170179931936355,1,HIGHDIVERSITY_CONCAT,HighDiv_211
CCCNCCC#CC1=C(C)C(O)=CC(N2CCNC2=O)=C1,28/000000485,"InChI=1S/C17H23N3O2/c1-3-7-18-8-5-4-6-14-11-15(12-16(21)13(14)2)20-10-9-19-17(20)22/h11-12,18,21H,3,5,7-10H2,1-2H3,(H,19,22)",C17H23N3O2,301.0,1.78,4.79,1.34,19.8,-200.0,2.945626582993208,1,HIGHDIVERSITY_CONCAT,HighDiv_212
CNNCC1=CN(C[C@@H](O)C2=CC=C(CN)C(I)=C2)C(=N)S1,12/000000874,"InChI=1S/C14H20IN5OS/c1-18-19-6-11-7-20(14(17)22-11)8-13(21)9-2-3-10(5-16)12(15)4-9/h2-4,7,13,17-19,21H,5-6,8,16H2,1H3/b17-14+/t13-/m1/s1",C14H20N5OSI,433.0,2.74,4.79,4.25,4.94,-170.0,3.957885444499558,1,HIGHDIVERSITY_CONCAT,HighDiv_213
O=C(O)CC1=NNC(C2=NC(/C=C/CCF)=CC=C2I)=N1,4/000000068,"InChI=1S/C13H12FIN4O2/c14-6-2-1-3-8-4-5-9(15)12(16-8)13-17-10(18-19-13)7-11(20)21/h1,3-5H,2,6-7H2,(H,20,21)(H,17,18,19)/b3-1+",C13H12N4O2FI,402.0,2.92,4.78,4.12,23.5,-140.0,3.4068068538089618,1,HIGHDIVERSITY_CONCAT,HighDiv_214
NOC1=CC(C(=O)O)=CC(OC(=O)CCC2=CC(=O)OC2)=C1Br,12/000001348,"InChI=1S/C14H12BrNO7/c15-13-9(4-8(14(19)20)5-10(13)23-16)22-11(17)2-1-7-3-12(18)21-6-7/h3-5H,1-2,6,16H2,(H,19,20)",C14H12NO7Br,386.0,0.36,4.78,5.92,23.1,0.0,3.026199113633174,1,HIGHDIVERSITY_CONCAT,HighDiv_215
NOC1=C(Br)C([C@@H](S)CCCO)=CC(C(=O)O)=C1,12/000001410,"InChI=1S/C11H14BrNO4S/c12-10-7(9(18)2-1-3-14)4-6(11(15)16)5-8(10)17-13/h4-5,9,14,18H,1-3,13H2,(H,15,16)/t9-/m0/s1",C11H14NO4SBr,336.0,1.22,4.78,6.83,16.8,-150.0,3.6269204199881977,1,HIGHDIVERSITY_CONCAT,HighDiv_216
C=C(CCS)C1=CC(C2=CC(O)=C(F)C=C2N=O)=CN1,6/000000159,"InChI=1S/C14H13FN2O2S/c1-8(2-3-20)12-4-9(7-16-12)10-5-14(18)11(15)6-13(10)17-19/h4-7,16,18,20H,1-3H2",C14H13N2O2SF,292.0,3.15,4.77,2.75,22.6,-180.0,3.5894439072795485,1,HIGHDIVERSITY_CONCAT,HighDiv_217
NC1=CC(C[C@H](C=S)NCCC2=C(Br)C(N=O)=CC(C(=O)CCl)=C2)=NN1,12/000000973,"InChI=1S/C16H17BrClN5O2S/c17-16-9(3-10(14(24)7-18)4-13(16)23-25)1-2-20-12(8-26)5-11-6-15(19)22-21-11/h3-4,6,8,12,20H,1-2,5,7H2,(H3,19,21,22)/t12-/m1/s1",C16H17N5O2SClBr,458.0,2.49,4.77,5.93,6.45,-150.0,4.302344098844558,1,HIGHDIVERSITY_CONCAT,HighDiv_218
C=CC1=C(C2=CC(O)=C(F)C=C2N=O)C=C(CBr)N1,6/000000142,"InChI=1S/C13H10BrFN2O2/c1-2-11-8(3-7(6-14)16-11)9-4-13(18)10(15)5-12(9)17-19/h2-5,16,18H,1,6H2",C13H10N2O2FBr,325.0,3.31,4.77,5.76,21.2,-120.0,3.7374054524002576,1,HIGHDIVERSITY_CONCAT,HighDiv_219
NOC1=CC(C(=O)O)=CC(CC2C=CC=C2)=C1Br,12/000000738,"InChI=1S/C13H12BrNO3/c14-12-9(5-8-3-1-2-4-8)6-10(13(16)17)7-11(12)18-15/h1-4,6-8H,5,15H2,(H,16,17)",C13H12NO3Br,310.0,1.63,4.77,5.89,2.48,-150.0,3.2264760413765305,1,HIGHDIVERSITY_CONCAT,HighDiv_220
CNOCC#CCCC1=C(Br)C(O)=CC(C(=O)N=O)=C1,12/000000236,"InChI=1S/C13H13BrN2O4/c1-15-20-6-4-2-3-5-9-7-10(13(18)16-19)8-11(17)12(9)14/h7-8,15,17H,3,5-6H2,1H3",C13H13N2O4Br,341.0,2.67,4.76,3.58,3.85,-20.0,3.558607263922907,1,HIGHDIVERSITY_CONCAT,HighDiv_221
O=C(O)CC1=NNC(C2=NC(C(=O)O)=C(CCl)C=C2I)=N1,4/000000277,"InChI=1S/C11H8ClIN4O4/c12-3-4-1-5(13)9(15-8(4)11(20)21)10-14-6(16-17-10)2-7(18)19/h1H,2-3H2,(H,18,19)(H,20,21)(H,14,16,17)",C11H8N4O4ClI,422.0,1.71,4.76,8.14,23.7,-120.0,3.3240387621325747,1,HIGHDIVERSITY_CONCAT,HighDiv_222
CCCNC(=O)NC1=C(Br)C(ON)=CC(C(=O)O)=C1,12/000001198,"InChI=1S/C11H14BrN3O4/c1-2-3-14-11(18)15-7-4-6(10(16)17)5-8(19-13)9(7)12/h4-5H,2-3,13H2,1H3,(H,16,17)(H2,14,15,18)",C11H14N3O4Br,332.0,0.64,4.76,5.72,18.1,-20.0,2.540299622257548,1,HIGHDIVERSITY_CONCAT,HighDiv_223
CO[C@@H](CS)C(=O)C1=CC(S)=C(Br)C(N=O)=C1,12/000000374,"InChI=1S/C10H10BrNO3S2/c1-15-7(4-16)10(13)5-2-6(12-14)9(11)8(17)3-5/h2-3,7,16-17H,4H2,1H3/t7-/m0/s1",C10H10NO3S2Br,336.0,2.84,4.76,4.16,2.35,-190.0,4.1332958066060685,1,HIGHDIVERSITY_CONCAT,HighDiv_224
CCC(=O)C1=C(O)C(O)=CC(N2CCNC2=O)=C1,28/000000265,"InChI=1S/C12H14N2O4/c1-2-9(15)8-5-7(6-10(16)11(8)17)14-4-3-13-12(14)18/h5-6,16-17H,2-4H2,1H3,(H,13,18)",C12H14N2O4,250.0,0.13,4.76,1.76,3.58,-160.0,2.5927055358820255,1,HIGHDIVERSITY_CONCAT,HighDiv_225
O=C1NCCN1C1=CC(C#CCCCF)=C(CO)C(O)=C1,28/000000403,"InChI=1S/C15H17FN2O3/c16-5-3-1-2-4-11-8-12(9-14(20)13(11)10-19)18-7-6-17-15(18)21/h8-9,19-20H,1,3,5-7,10H2,(H,17,21)",C15H17N2O3F,292.0,1.33,4.76,3.8,21.1,-120.0,3.180372955503877,1,HIGHDIVERSITY_CONCAT,HighDiv_226
O=C1C=C([C@@H](/C=C/C2=CC=C(OCCO)C(Cl)=C2O)CO)C(=O)N1,30/000000040,"InChI=1S/C16H16ClNO6/c17-14-12(24-6-5-19)4-3-9(15(14)22)1-2-10(8-20)11-7-13(21)18-16(11)23/h1-4,7,10,19-20,22H,5-6,8H2,(H,18,21,23)/b2-1+/t10-/m0/s1",C16H16NO6Cl,353.0,0.1,4.76,4.32,6.58,-150.0,3.7427337770072793,1,HIGHDIVERSITY_CONCAT,HighDiv_227
CC/C=C/[C@@H](C#CC1=CC(O)=CC(Cl)=C1)CCO,23/000000202,"InChI=1S/C15H17ClO2/c1-2-3-4-12(7-8-17)5-6-13-9-14(16)11-15(18)10-13/h3-4,9-12,17-18H,2,7-8H2,1H3/b4-3+/t12-/m0/s1",C15H17O2Cl,264.0,3.56,4.75,5.04,15.7,-170.0,3.7626046507574262,1,HIGHDIVERSITY_CONCAT,HighDiv_228
C[C@H](CN)C(=O)C1=CC(N=O)=C(Br)C(NC(N)N)=C1,12/000000590,"InChI=1S/C11H16BrN5O2/c1-5(4-13)10(18)6-2-7(16-11(14)15)9(12)8(3-6)17-19/h2-3,5,11,16H,4,13-15H2,1H3/t5-/m1/s1",C11H14N5O2Br,328.0,0.25,4.75,3.2,19.8,-170.0,3.881560629828492,1,HIGHDIVERSITY_CONCAT,HighDiv_229
O=C1NCCN1C1=CC(CSCCCl)=C(Cl)C(O)=C1,28/000000442,"InChI=1S/C12H14Cl2N2O2S/c13-1-4-19-7-8-5-9(6-10(17)11(8)14)16-3-2-15-12(16)18/h5-6,17H,1-4,7H2,(H,15,18)",C12H14N2O2SCl2,320.0,2.5,4.75,4.34,18.5,-120.0,2.993835590839465,1,HIGHDIVERSITY_CONCAT,HighDiv_230
C=CC1=C(O)C=C(N2CCNC2=O)C=C1CCS,28/000000333,"InChI=1S/C13H16N2O2S/c1-2-11-9(3-6-18)7-10(8-12(11)16)15-5-4-14-13(15)17/h2,7-8,16,18H,1,3-6H2,(H,14,17)",C13H16N2O2S,264.0,1.69,4.75,4.66,16.7,-140.0,3.2180271182996067,1,HIGHDIVERSITY_CONCAT,HighDiv_231
NCC1=CC=C(/C=C/[C@@H](CO)C2=CC(=O)NC2=O)C(O)=C1Cl,30/000000044,"InChI=1S/C15H15ClN2O4/c16-13-9(6-17)3-1-8(14(13)21)2-4-10(7-19)11-5-12(20)18-15(11)22/h1-5,10,19,21H,6-7,17H2,(H,18,20,22)/p+1/b4-2+/t10-/m0/s1",C15H16N2O4Cl,323.0,0.02,4.75,4.4,6.72,-150.0,4.375516428106116,1,HIGHDIVERSITY_CONCAT,HighDiv_232
NOC1=C(Br)C(CCC[C@@H](CO)C2=NC=CN=C2)=CC(C(=O)O)=C1,12/000001241,"InChI=1S/C16H18BrN3O4/c17-15-10(6-12(16(22)23)7-14(15)24-18)2-1-3-11(9-21)13-8-19-4-5-20-13/h4-8,11,21H,1-3,9,18H2,(H,22,23)/t11-/m0/s1",C16H18N3O4Br,396.0,0.36,4.75,9.04,3.84,-150.0,3.4537397784685044,1,HIGHDIVERSITY_CONCAT,HighDiv_233
NCCCC#CC1=CC(C(=O)O)=CC(ON)=C1Br,12/000001184,"InChI=1S/C12H13BrN2O3/c13-11-8(4-2-1-3-5-14)6-9(12(16)17)7-10(11)18-15/h6-7H,1,3,5,14-15H2,(H,16,17)/p+1",C12H14N2O3Br,314.0,1.27,4.75,5.47,17.9,0.0,3.6981174668082417,1,HIGHDIVERSITY_CONCAT,HighDiv_234
NC1=C(Cl)C(O)=C(/C=C/[C@@H](CO)C2=CC(=O)NC2=O)C=C1,30/000000034,"InChI=1S/C14H13ClN2O4/c15-12-10(16)4-3-7(13(12)20)1-2-8(6-18)9-5-11(19)17-14(9)21/h1-5,8,18,20H,6,16H2,(H,17,19,21)/b2-1+/t8-/m0/s1",C14H13N2O4Cl,308.0,0.08,4.75,4.01,5.21,-150.0,3.886617946412256,1,HIGHDIVERSITY_CONCAT,HighDiv_235
CCNCC#CCCC1=C(Br)C(O)=CC(C(=O)N=O)=C1,12/000000821,"InChI=1S/C14H15BrN2O3/c1-2-16-7-5-3-4-6-10-8-11(14(19)17-20)9-12(18)13(10)15/h8-9,16,18H,2,4,6-7H2,1H3/p+1",C14H16N2O3Br,340.0,2.55,4.75,3.97,3.85,-20.0,4.0950928583285,1,HIGHDIVERSITY_CONCAT,HighDiv_236
NOC1=CC(C(=O)O)=CC(NC(=O)N[C@@H]2CCOC2)=C1Br,12/000001341,"InChI=1S/C12H14BrN3O5/c13-10-8(3-6(11(17)18)4-9(10)21-14)16-12(19)15-7-1-2-20-5-7/h3-4,7H,1-2,5,14H2,(H,17,18)(H2,15,16,19)/t7-/m1/s1",C12H14N3O5Br,360.0,-0.14,4.75,7.69,20.3,-150.0,3.2015148611128,1,HIGHDIVERSITY_CONCAT,HighDiv_237
C=CC1=C(C2=CC(O)=C(F)C=C2N=O)C=C(C(N)=S)N1,6/000000143,"InChI=1S/C13H10FN3O2S/c1-2-9-6(3-11(16-9)13(15)20)7-4-12(18)8(14)5-10(7)17-19/h2-5,16,18H,1H2,(H2,15,20)",C13H10N3O2SF,291.0,1.97,4.75,3.87,24.6,-140.0,3.676877333852977,1,HIGHDIVERSITY_CONCAT,HighDiv_238
CONC/C=C/[C@@H](C#CC1=CC(CN)=CC(O)=C1)CCO,23/000000197,"InChI=1S/C16H22N2O3/c1-21-18-7-2-3-13(6-8-19)4-5-14-9-15(12-17)11-16(20)10-14/h2-3,9-11,13,18-20H,6-8,12,17H2,1H3/p+1/b3-2+/t13-/m0/s1",C16H23N2O3,291.0,1.64,4.74,2.71,18.6,-200.0,4.594942258496248,1,HIGHDIVERSITY_CONCAT,HighDiv_239
O=C1NCCN1C1=CC(CCS)=C(CCO)C(O)=C1,28/000000315,"InChI=1S/C13H18N2O3S/c16-5-1-11-9(2-6-19)7-10(8-12(11)17)15-4-3-14-13(15)18/h7-8,16-17,19H,1-6H2,(H,14,18)",C13H18N2O3S,282.0,0.52,4.74,5.27,16.9,-140.0,3.022118319431629,1,HIGHDIVERSITY_CONCAT,HighDiv_240
O=NC1=CC(C(=O)CS)=CC(O)=C1Br,12/000000889,"InChI=1S/C8H6BrNO3S/c9-8-5(10-13)1-4(2-6(8)11)7(12)3-14/h1-2,11,14H,3H2",C8H6NO3SBr,276.0,1.94,4.74,2.6,2.35,0.0,3.34948931750087,1,HIGHDIVERSITY_CONCAT,HighDiv_241
O=NC(=O)C1=CC(CO)=C(Br)C(N2C=NC(S)=N2)=C1,12/000000216,"InChI=1S/C10H7BrN4O3S/c11-8-6(3-16)1-5(9(17)14-18)2-7(8)15-4-12-10(19)13-15/h1-2,4,16H,3H2,(H,13,19)",C10H7N4O3SBr,343.0,1.56,4.74,4.37,22.6,-120.0,3.5309326713351687,1,HIGHDIVERSITY_CONCAT,HighDiv_242
NC/C=C/CCC1=CC(NC2=C(Br)C(S)=CC(F)=C2)=CN=C1,16/000000009,"InChI=1S/C16H17BrFN3S/c17-16-14(7-12(18)8-15(16)22)21-13-6-11(9-20-10-13)4-2-1-3-5-19/h1,3,6-10,21-22H,2,4-5,19H2/b3-1+",C16H17N3SFBr,382.0,3.36,4.73,5.26,19.5,-20.0,3.135026334854251,1,HIGHDIVERSITY_CONCAT,HighDiv_243
NCC1=C(Br)C(N=O)=CC(C(=O)C2=NC=NN2)=C1,12/000000573,"InChI=1S/C10H8BrN5O2/c11-8-6(3-12)1-5(2-7(8)16-18)9(17)10-13-4-14-15-10/h1-2,4H,3,12H2,(H,13,14,15)/p+1",C10H9N5O2Br,311.0,0.96,4.73,4.71,2.48,0.0,3.83530804137653,1,HIGHDIVERSITY_CONCAT,HighDiv_244
NCCCC(=O)OC1=C(Br)C(ON)=CC(C(=O)O)=C1,12/000001278,"InChI=1S/C11H13BrN2O5/c12-10-7(18-9(15)2-1-3-13)4-6(11(16)17)5-8(10)19-14/h4-5H,1-3,13-14H2,(H,16,17)",C11H13N2O5Br,333.0,0.17,4.73,5.09,17.9,0.0,2.640570210492843,1,HIGHDIVERSITY_CONCAT,HighDiv_245
C=C(C[C@H](S)Cl)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000001057,"InChI=1S/C11H9BrClNO3S/c1-5(2-10(13)18)11(16)6-3-8(14-17)7(12)4-9(6)15/h3-4,10,15,18H,1-2H2/t10-/m0/s1",C11H9NO3SClBr,350.0,3.01,4.73,4.78,2.35,-170.0,4.150533226862175,1,HIGHDIVERSITY_CONCAT,HighDiv_246
O=NC1=CC(C#C[C@@H](CO)C2=NNC(=O)N2)=CC(O)=C1,23/000000072,"InChI=1S/C12H10N4O4/c17-6-8(11-13-12(19)15-14-11)2-1-7-3-9(16-20)5-10(18)4-7/h3-5,8,17-18H,6H2,(H2,13,14,15,19)/t8-/m0/s1",C12H10N4O4,274.0,0.47,4.73,3.68,22.9,-150.0,4.203290294882224,1,HIGHDIVERSITY_CONCAT,HighDiv_247
NC(N)NC1=C(Br)C(N=O)=CC(C(=O)CO)=C1,12/000000123,"InChI=1S/C9H11BrN4O3/c10-8-5(13-9(11)12)1-4(7(16)3-15)2-6(8)14-17/h1-2,9,13,15H,3,11-12H2",C9H10N4O3Br,302.0,-0.13,4.73,3.67,18.4,0.0,3.40151273568671,1,HIGHDIVERSITY_CONCAT,HighDiv_248
C=C[C@@H](C#CC1=CC(CNOC)=C(N=O)C(O)=C1)CCO,23/000000208,"InChI=1S/C15H18N2O4/c1-3-11(6-7-18)4-5-12-8-13(10-16-21-2)15(17-20)14(19)9-12/h3,8-9,11,16,18-19H,1,6-7,10H2,2H3/t11-/m0/s1",C15H18N2O4,290.0,1.97,4.73,3.07,20.8,-200.0,4.323466319998743,1,HIGHDIVERSITY_CONCAT,HighDiv_249
C=C(C)C1=C(O)C(O)=CC(N2CCNC2=O)=C1,28/000000551,"InChI=1S/C12H14N2O3/c1-7(2)9-5-8(6-10(15)11(9)16)14-4-3-13-12(14)17/h5-6,15-16H,1,3-4H2,2H3,(H,13,17)",C12H14N2O3,234.0,0.7,4.73,3.02,14.8,-140.0,2.758937819298751,1,HIGHDIVERSITY_CONCAT,HighDiv_250
O=NC1=CC(C(=O)/C=C/CP(=O)(O)O)=CC(CCl)=C1Br,12/000000392,"InChI=1S/C11H10BrClNO5P/c12-11-8(6-13)4-7(5-9(11)14-16)10(15)2-1-3-20(17,18)19/h1-2,4-5H,3,6H2,(H2,17,18,19)/b2-1+",C11H10NO5PClBr,382.0,1.21,4.73,3.7,4.16,-60.0,3.5762954760880996,1,HIGHDIVERSITY_CONCAT,HighDiv_251
C=CCC1=CC(C2=CC(O)=C(F)C=C2N=O)=CN1,6/000000125,"InChI=1S/C13H11FN2O2/c1-2-3-9-4-8(7-15-9)10-5-13(17)11(14)6-12(10)16-18/h2,4-7,15,17H,1,3H2",C13H11N2O2F,246.0,2.64,4.73,3.09,19.5,-160.0,3.4464443490688375,1,HIGHDIVERSITY_CONCAT,HighDiv_252
NOC1=C(Br)C(N2N=CNC2=S)=CC(C(=O)O)=C1,12/000000007,"InChI=1S/C9H7BrN4O3S/c10-7-5(14-9(18)12-3-13-14)1-4(8(15)16)2-6(7)17-11/h1-3H,11H2,(H,15,16)(H,12,13,18)",C9H7N4O3SBr,331.0,1.24,4.72,6.51,20.9,-120.0,3.464818251737597,1,HIGHDIVERSITY_CONCAT,HighDiv_253
O=NC1=CC(C(=O)[C@H]2COC(=S)N2)=CC(O)=C1Br,12/000000449,"InChI=1S/C10H7BrN2O4S/c11-8-5(13-16)1-4(2-7(8)14)9(15)6-3-17-10(18)12-6/h1-2,6,14H,3H2,(H,12,18)/t6-/m1/s1",C10H7N2O4SBr,331.0,1.28,4.72,3.16,2.35,-170.0,4.104845969438745,1,HIGHDIVERSITY_CONCAT,HighDiv_254
C[C@H](CC1=CC(C(=O)[N+](=O)[O-])=CC(CO)=C1Br)C1=CSC(CC(=O)O)=N1,12/000000611,"InChI=1S/C16H15BrN2O6S/c1-8(12-7-26-13(18-12)5-14(21)22)2-9-3-10(16(23)19(24)25)4-11(6-20)15(9)17/h3-4,7-8,20H,2,5-6H2,1H3,(H,21,22)/t8-/m1/s1",C16H15N2O6SBr,443.0,2.1,4.72,6.76,8.26,-170.0,3.720706846097305,1,HIGHDIVERSITY_CONCAT,HighDiv_255
O=C1NCCN1C1=CC(CCN2C=NC([N+](=O)[O-])=N2)=CC(O)=C1,28/000000163,"InChI=1S/C13H14N6O4/c20-11-6-9(1-3-17-8-15-12(16-17)19(22)23)5-10(7-11)18-4-2-14-13(18)21/h5-8,20H,1-4H2,(H,14,21)",C13H14N6O4,318.0,0.4,4.72,3.36,24.4,-140.0,2.8883949209028277,1,HIGHDIVERSITY_CONCAT,HighDiv_256
CCC(=O)C1=CC(N=O)=C(Br)C([C@@H](O)C(=O)O)=C1,12/000000919,"InChI=1S/C11H10BrNO5/c1-2-8(14)5-3-6(10(15)11(16)17)9(12)7(4-5)13-18/h3-4,10,15H,2H2,1H3,(H,16,17)/t10-/m1/s1",C11H10NO5Br,316.0,0.89,4.72,4.35,3.58,-170.0,3.4939898553400788,1,HIGHDIVERSITY_CONCAT,HighDiv_257
C=C[C@@H](C#CC1=CC(CNOC)=CC(O)=C1)CCO,23/000000078,"InChI=1S/C15H19NO3/c1-3-12(6-7-17)4-5-13-8-14(11-16-19-2)10-15(18)9-13/h3,8-10,12,16-18H,1,6-7,11H2,2H3/t12-/m0/s1",C15H19NO3,261.0,2.43,4.72,1.56,16.6,-170.0,3.884929372934441,1,HIGHDIVERSITY_CONCAT,HighDiv_258
O=NC1=CC(C(=O)CO)=CC(CCO)=C1Br,12/000000669,"InChI=1S/C10H10BrNO4/c11-10-6(1-2-13)3-7(9(15)5-14)4-8(10)12-16/h3-4,13-14H,1-2,5H2",C10H10NO4Br,288.0,0.51,4.72,4.78,3.58,0.0,3.0799363107687263,1,HIGHDIVERSITY_CONCAT,HighDiv_259
NCC1=CC(=O)C=C(C2=CC=C(CON)C(Br)=C2)C1=O,10/000000146,"InChI=1S/C14H13BrN2O3/c15-13-4-8(1-2-9(13)7-20-17)12-5-11(18)3-10(6-16)14(12)19/h1-5H,6-7,16-17H2",C14H13N2O3Br,337.0,0.15,4.72,4.88,3.58,-160.0,3.102409221964864,1,HIGHDIVERSITY_CONCAT,HighDiv_260
NOC1=CC(C(=O)O)=CC(OC(=O)CCCF)=C1Br,12/000001220,"InChI=1S/C11H11BrFNO5/c12-10-7(18-9(15)2-1-3-13)4-6(11(16)17)5-8(10)19-14/h4-5H,1-3,14H2,(H,16,17)",C11H11NO5FBr,336.0,1.57,4.71,4.74,19.2,0.0,2.7835521109453314,1,HIGHDIVERSITY_CONCAT,HighDiv_261
O=C(O)CC1=NNC(C2=NC(CCCl)=C(CO)C=C2I)=N1,4/000000293,"InChI=1S/C12H12ClIN4O3/c13-2-1-8-6(5-19)3-7(14)11(15-8)12-16-9(17-18-12)4-10(20)21/h3,19H,1-2,4-5H2,(H,20,21)(H,16,17,18)",C12H12N4O3ClI,422.0,1.64,4.71,7.02,22.1,-120.0,3.460219747753124,1,HIGHDIVERSITY_CONCAT,HighDiv_262
O=C1NCCN1C1=CC(O)=CC(C#CCCCO)=C1,28/000000169,"InChI=1S/C14H16N2O3/c17-7-3-1-2-4-11-8-12(10-13(18)9-11)16-6-5-15-14(16)19/h8-10,17-18H,1,3,5-7H2,(H,15,19)",C14H16N2O3,260.0,0.81,4.71,2.47,17.8,-120.0,2.833118174293748,1,HIGHDIVERSITY_CONCAT,HighDiv_263
O=C(O)CC1=NNC(C2=NC(/C=C/CCl)=CC=C2I)=N1,4/000000212,"InChI=1S/C12H10ClIN4O2/c13-5-1-2-7-3-4-8(14)11(15-7)12-16-9(17-18-12)6-10(19)20/h1-4H,5-6H2,(H,19,20)(H,16,17,18)/b2-1+",C12H10N4O2ClI,404.0,2.7,4.71,4.78,21.9,-120.0,3.3847160701167134,1,HIGHDIVERSITY_CONCAT,HighDiv_264
